Name,City,State
The Salon Professional Academy-Great Falls,Great Falls,MT
National Career Institute,East Orange,NJ
Herzing University,Madison,WI
Regency Beauty Institute-Hoover,Hoover,AL
Regency Beauty Institute-Carrollwood,Tampa,FL
Regency Beauty Institute-Newport News,Newport News,VA
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD
School of Court Reporting,Mount Laurel,NJ
Athena Career Academy,Toledo,OH
The Barber School,Midvale,UT
RGV Careers,Pharr,TX
LeMelange Academy of Hair,Napa,CA
Austin Kade Academy,Idaho Falls,ID
Bryant & Stratton College-Online,Orchard Park,NY
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA
Anamarc College-El Paso East,El Paso,TX
Minnesota School of Cosmetology-Plymouth Campus,Plymouth,MN
NewCourtland Education Center,Philadelphia,PA
School of Missionary Aviation Technology,Ionia,MI
Salt Lake Baptist College,Taylorsville,UT
Regency Beauty Institute-Evansville,Evansville,IN
Regency Beauty Institute-Shreveport,Shreveport,LA
Regency Beauty Institute-Canton,Canton,OH
Regina's College of Beauty-High Point,High Point,NC
Minnesota School of Business-Lakeville,Lakeville,MN
Globe University–Madison West,Middleton,WI
CyberTex Institute of Technology,Austin,TX
Harmon's Beauty School,Landover,MD
Kaizen Beauty Academy,Pembroke Pines,FL
Sharp Edgez Barber Institute,Rochester,NY
Cosmo Factory Cosmetology Academy,Santa Cruz,CA
Yeshiva Yesodei Hatorah,Lakewood,NJ
Bonnie Joseph Academy of Cosmetology and Barbering,Heber City,UT
Body Therapy Institute,Siler City,NC
Mildred Elley-New York Campus,New York,NY
Carolina College of Biblical Studies,Fayetteville,NC
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC
The Collective School Of Music,New York,NY
International College of Cosmetology,Oakland,CA
Bella Capelli Academy,Monroeville,PA
Institute of Medical Careers,Pittsburgh,PA
Santa Ana Beauty Academy,Santa Ana,CA
Estelle Skin Care and Spa Institute,Skokie,IL
Elite Cosmetology School,Yucca Valley,CA
Bergin University of Canine Studies,Santa Rosa,CA
Progressive Training Centers,Pompano Beach,FL
College of Business and Technology-Miami Gardens,Miami Gardens,FL
Georgia Regents University,Augusta,GA
Trenz Beauty Academy,Calumet,IL
DeVry University-California,Pomona,CA
DeVry University-New Jersey,North Brunswick,NJ
DeVry University-Ohio,Columbus,OH
DeVry University-Oregon,Portland,OR
DeVry University-Tennessee,Memphis,TN
DeVry University-Texas,Irving,TX
South Georgia State College,Douglas,GA
Arizona State University-Skysong,Scottsdale,AZ
Iowa Wesleyan College,Mount Pleasant,IA
Iowa Western Community College,Council Bluffs,IA
Framingham State University,Framingham,MA
Lasell College,Newton,MA
Lowell Academy Hairstyling Institute,Lowell,MA
New England College of Optometry,Boston,MA
Butte Academy of Beauty Culture,Butte,MT
Carroll College,Helena,MT
Flathead Valley Community College,Kalispell,MT
Rocky Mountain College,Billings,MT
Kaplan University-Lincoln Campus,Lincoln,NE
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE
Pace University-New York,New York,NY
Continental School of Beauty Culture-West Seneca,West Seneca,NY
Davis College,Johnson City,NY
Pratt Institute-Main,Brooklyn,NY
Rochester Institute of Technology,Rochester,NY
Saint Vladimirs Orthodox Theological Seminary,Crestwood,NY
Oklahoma Wesleyan University,Bartlesville,OK
Claremore Beauty College,Claremore,OK
Redlands Community College,El Reno,OK
Oklahoma Baptist University,Shawnee,OK
Oklahoma School of Photography,Moore,OK
University of Tulsa,Tulsa,OK
Academy of Hair Design-Salem,Salem,OR
The Art Institute of Portland,Portland,OR
Beau Monde College of Hair Design,Portland,OR
University of South Dakota,Vermillion,SD
Western Dakota Technical Institute,Rapid City,SD
American Baptist College,Nashville,TN
Aquinas College,Nashville,TN
Baptist Memorial College of Health Sciences,Memphis,TN
Concorde Career College-Memphis,Memphis,TN
Johnson University,Knoxville,TN
King University,Bristol,TN
Big Bend Community College,Moses Lake,WA
Centralia College,Centralia,WA
Columbia Basin College,Pasco,WA
Divers Institute of Technology,Seattle,WA
Heritage University,Toppenish,WA
Bastyr University,Kenmore,WA
Gene Juarez Academy of Beauty-Mountlake Terrace,Mountlake Terrace,WA
Peninsula College,Port Angeles,WA
Spokane Community College,Spokane,WA
Metro Technology Centers,Oklahoma City,OK
Luna Community College,Las Vegas,NM
Sanford-Brown Institute-Garden City,Garden City,NY
Cannella School of Hair Design-Chicago,Chicago,IL
Eastern New Mexico University-Ruidoso Campus,Ruidoso,NM
Rabbi Jacob Joseph School,Edison,NJ
The Salon Professional Academy-Melbourne,Melbourne,FL
ITT Technical Institute-Pittsburgh,Pittsburgh,PA
Nevada Career Institute,Las Vegas,NV
Empire Beauty School-Hanover,Hanover,PA
Mid-Del Technology Center,Midwest City,OK
BIR Training Center,Chicago,IL
Cape Coral Institute of Technology,Cape Coral,FL
Massachusetts General Hospital Dietetic Internship,Boston,MA
Apex School of Theology,Durham,NC
Brown Aveda Institute-Mentor,Mentor,OH
MJ's Beauty Academy Inc,Dallas,TX
Aviation Institute of Maintenance-Dallas,Irving,TX
University of Phoenix-Harrisburg Campus,Harrisburg,PA
University of South Florida-St Petersburg,St. Petersburg,FL
Branford Hall Career Institute-Albany Campus,Albany,NY
Pima Medical Institute-Renton,Renton,WA
Regency Beauty Institute-Greenwood,Indianapolis,IN
Franklin Career College,Ontario,CA
Paul Mitchell the School-Temecula,Temecula,CA
European Academy of Cosmetology and Hairdressing,Guilford,CT
Immokalee Technical Center,Immokalee,FL
American Academy of Cosmetology,Orange Park,FL
The Hair Academy Inc,Dublin,GA
Profile Institute of Barber-Styling,Atlanta,GA
Atlanta Beauty & Barber Academy,Doraville,GA
New York Medical Career Training Center,Flushing,NY
Sessions College for Professional Design,Tempe,AZ
Lacy Cosmetology School-West Ashley,Charleston,SC
Dade Medical College-West Palm Beach,West Palm Beach,FL
Paul Mitchell the School-Reno,Reno,NV
Boise Barber College,Boise,ID
SAE Institute of Technology-Los Angeles,Los Angeles,CA
Colorado State University-Global Campus,Greenwood Village,CO
Paul Mitchell the School-Overland Park,Overland Park,KS
Empire Beauty School-North Hills,Pittsburgh,PA
Empire Beauty School-Concord,Concord,NC
InterCoast Colleges-Carson,Carson,CA
InterCoast Career Institute-South Portland,South Portland,ME
Euphoria Institute of Beauty Arts & Sciences-Green Valley,Henderson,NV
Management Resources Institute,Miami,FL
Z Hair Academy,Lawrence,KS
Gallery College of Beauty,Clinton Township,MI
The Salon Spa Academy,Battle Creek,MI
The Hair Design School-S Memphis,Memphis,TN
All Beauty College,Fort Mohave,AZ
Northern California Institute of Cosmetology Inc,San Leandro,CA
Trinity Vocational Center,Gardena,CA
SICE Paul Mitchell Partner School,Modesto,CA
Unitek College,Fremont,CA
South University–Richmond,Glen Allen,VA
South University–Virginia Beach,Virginia Beach,VA
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO
Marchman Technical Education Center,New Port Richey,FL
ITT Technical Institute-Salem,Salem,VA
Touro University Worldwide,Los Alamitos,CA
Touro University California,Vallejo,CA
Strayer University-Minnesota,St. Louis Park,MN
NCP College of Nursing-Hayward,Hayward,CA
ITT Technical Institute-Philadelphia,Philadelphia,PA
ITT Technical Institute-Marlton,Marlton,NJ
ITT Technical Institute-Southfield,Southfield,MI
Longs Peak Academy,Longmont,CO
Brand College,Glendale,CA
Advanced Career Institute,Visalia,CA
Digital Film Academy,New York,NY
Academy of Cosmetology and Esthetics NYC,Staten Island,NY
Finger Lakes School of Massage,Ithaca,NY
Vanity School of Cosmetology,Sheffield Village,OH
Portland Actors Conservatory,Portland,OR
Academy for Careers and Technology,Mullins,SC
Aiken School of Cosmetology,Aiken,SC
Cannon Institute of Higher Learning,Dallas,TX
Cardiotech Ultrasound School,Houston,TX
Corpus Christi Beauty Academy,Corpus Christi,TX
The Salon Professional Academy-Lewisville,Lewisville,TX
Bainbridge Graduate Institute,Seattle,WA
The Salon Professional Academy-Onalaska,Onalaska,WI
European Massage Therapy School-Las Vegas,Las Vegas,NV
Harrison College-Grove City,Grove City,OH
Bryant & Stratton College-Bayshore,Glendale,WI
Daymar College-Online,Louisville,KY
Virginia College-Columbia,Columbia,SC
Sanford-Brown College-Indianapolis,Indianapolis,IN
Sanford-Brown College-Hillside,Hillside,IL
Paul Mitchell the School-Woodbridge,Woodbridge,VA
Midwives College of Utah,Salt Lake City,UT
Aspen Beauty Academy of Laurel,Laurel,MD
Berks Career & Technology Center,Leesport,PA
Future Generations Graduate School,Franklin,WV
Sotheby's Institute of Art-NY,New York,NY
Radians College,Washington,DC
Santa Ana Beauty College,Santa Ana,CA
Helms College,Macon,GA
American Academy of Personal Training,New York,NY
Xavier College School of Nursing,Stockton,CA
Lawrence & Company College of Cosmetology,Hanford,CA
Toni & Guy Hairdressing Academy-Manteca,Manteca,CA
ITT Technical Institute-San Antonio East,San Antonio,TX
MedTech Institute-Orlando Campus,Orlando,FL
South Texas Vocational Technical Institute-San Antonio,San Antonio,TX
Concorde Career Institute-San Antonio,San Antonio,TX
Stratford School of Aviation Maintenance Technicians,Stratford,CT
Hollywood Institute of Beauty Careers,Miami Beach,FL
Cortiva Institute-New Jersey,Wall,NJ
American Sentinel University,Aurora,CO
Carolina College of Hair Design,Asheville,NC
Virginia College-Baton Rouge,Baton Rouge,LA
College of Massage Therapy,Blackfoot,ID
Court Reporting Institute of St Louis,Clayton,MO
Cosmetology Academy of Texarkana,Texarkana,TX
Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV
Tulsa Technology Center-Owasso Campus,Owasso,OK
National American University-Georgetown,Georgetown,TX
National American University-Richardson,Richardson,TX
National American University-Tigard,Tigard,OR
The Art Institute of St Louis,St Charles,MO
DeVry University-Florida,Miramar,FL
DeVry University-Georgia,Decatur,GA
Georgia Military College-Distance Learning Campuses,Milledgeville,GA
Texas A & M University-Central Texas,Killeen,TX
Margaret's Hair Academy Inc,Monticello,AR
Searcy Beauty College Inc,Searcy,AR
Shorter College,N Little Rock,AR
South Arkansas Community College,El Dorado,AR
Velvatex College of Beauty Culture,Little Rock,AR
College of Alameda,Alameda,CA
American River College,Sacramento,CA
Thomas Jefferson School of Law,San Diego,CA
Delta Montrose Technical College,Delta,CO
Prince Institute-Rocky Mountains,Westminster,CO
Lincoln College of Technology-Denver,Denver,CO
Westwood College-Denver North,Denver,CO
University of Denver,Denver,CO
Emily Griffith Technical College,Denver,CO
Fort Lewis College,Durango,CO
Glenwood Beauty Academy,Glenwood Springs,CO
Morgan Community College,Fort Morgan,CO
Naropa University,Boulder,CO
Everest College-Thornton,Thornton,CO
La James International College-East Moline,East Moline,IL
DePaul University,Chicago,IL
College of DuPage,Glen Ellyn,IL
First Institute Inc,Crystal Lake,IL
Hair Professionals School of Cosmetology,Oswego,IL
Ayers Career College,Shreveport,LA
D'Jay's School of Beauty Arts and Sciences,Baton Rouge,LA
Northeast Louisiana Technical College,West Monroe,LA
Demmons School of Beauty,Lake Charles,LA
Louisiana State University Health Sciences Center-New Orleans,New Orleans,LA
Louisiana State University-Alexandria,Alexandria,LA
Louisiana State University-Eunice,Eunice,LA
Louisiana State University-Shreveport,Shreveport,LA
University of New Orleans,New Orleans,LA
New Orleans Baptist Theological Seminary,New Orleans,LA
Southwestern Michigan College,Dowagiac,MI
Alexandria Technical & Community College,Alexandria,MN
Augsburg College,Minneapolis,MN
Martin Luther College,New Ulm,MN
Mercer County Community College,West Windsor,NJ
Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing,Plainfield,NJ
Pennco Tech-Blackwood,Blackwood,NJ
Princeton Theological Seminary,Princeton,NJ
Rabbinical College of America,Morristown,NJ
Raritan Valley Community College,Branchburg,NJ
University of Medicine and Dentistry of New Jersey,Newark,NJ
University of North Carolina at Pembroke,Pembroke,NC
Piedmont International University,Winston Salem,NC
Piedmont Community College,Roxboro,NC
Richmond Community College,Hamlet,NC
Mid-Atlantic Christian University,Elizabeth City,NC
Watts School of Nursing,Durham,NC
Wayne Community College,Goldsboro,NC
Globe University-Woodbury,Woodbury,MN
Middlesex County College,Edison,NJ
P B Cosmetology Education Center,Gloucester,NJ
Pamlico Community College,Grantsboro,NC
William Peace University,Raleigh,NC
Pfeiffer University,Misenheimer,NC
Pitt Community College,Winterville,NC
Roanoke-Chowan Community College,Ahoskie,NC
Southwestern Community College,Sylva,NC
Stanly Community College,Albemarle,NC
Warren Wilson College,Swannanoa,NC
Western Piedmont Community College,Morganton,NC
Winston-Salem State University,Winston-Salem,NC
Eastern University,Saint Davids,PA
Empire Beauty School-York,York,PA
Empire Beauty School-Lancaster,Lancaster,PA
Gannon University,Erie,PA
Empire Beauty School-Laurel Springs,Laurel Springs,NJ
Harcum College,Bryn Mawr,PA
Harrisburg Area Community College-Harrisburg,Harrisburg,PA
Keystone College,La Plume,PA
Anthem Institute-Springfield,Springfield,PA
Lancaster Theological Seminary,Lancaster,PA
South University-The Art Institute of Dallas,Dallas,TX
Hallmark College,San Antonio,TX
Hill College,Hillsboro,TX
Lamar State College-Orange,Orange,TX
University of Mary Hardin-Baylor,Belton,TX
Covenant School of Nursing and Allied Health,Lubbock,TX
Lone Star College System,The Woodlands,TX
University of North Texas,Denton,TX
Northwood University-Texas,Cedar Hill,TX
Laramie County Community College,Cheyenne,WY
Everest College-City of Industry,City of Industry,CA
Fremont College,Cerritos,CA
Pomona Unified School District Adult and Career Education,Pomona,CA
Rivertown School of Beauty Barber Skin Care and Nails,Columbus,GA
Atlanta Institute of Music,Duluth,GA
Florida College of Natural Health-Miami,Miami,FL
Southwest College of Naturopathic Medicine & Health Sciences,Tempe,AZ
National American University-Bloomington,Bloomington,MN
ITT Technical Institute-Richmond,Richmond,VA
Vatterott College-Oklahoma City,Warr Acres,OK
Toni & Guy Hairdressing Academy-Boise,Boise,ID
Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,PA
Everest Institute-Detroit,Detroit,MI
CES College,Burbank,CA
Health Works Institute,Bozeman,MT
Institute of Hair Design,Shawnee,OK
MedTech Institute-Atlanta Campus,Atlanta,GA
Medical Professional Institute,Malden,MA
New Life Theological Seminary,Charlotte,NC
Yeshiva Toras Chaim,Lakewood,NJ
Remington College-Houston Southeast Campus,Webster,TX
Remington College-Shreveport Campus,Shreveport,LA
Jose Maria Vargas University,Pembroke Pines,FL
Laird Institute of Spa Therapy,Manchester,NH
Keweenaw Bay Ojibwa Community College,Baraga,MI
Meridian Institute of Surgical Assisting,Nashville,TN
Manhattan Institute,New York,NY
Cosmetic Arts Institute,Walterboro,SC
Cosmopolitan Beauty and Tech School,Annandale,VA
The Salon Professional Academy-Elgin,Elgin,IL
Shepherds Theological Seminary,Cary,NC
Cortiva Institute-Scottsdale,Scottsdale,AZ
University of Phoenix-Phoenix Campus,Tempe,AZ
Pima Medical Institute-Albuquerque,Albuquerque,NM
Roberto-Venn School of Luthiery,Phoenix,AZ
Universal Technical Institute of Arizona Inc,Avondale,AZ
Empire Beauty School-NW Phoenix,Glendale,AZ
University of Arkansas at Little Rock,Little Rock,AR
Central Baptist College,Conway,AR
Lees School of Cosmetology,North Little Rock,AR
Career Academy of Hair Design,Springdale,AR
Southwestern College,Chula Vista,CA
State Center Community College District,Fresno,CA
Berkeley City College,Berkeley,CA
Whittier College,Whittier,CA
Woodbury University,Burbank,CA
Waycross College,Waycross,GA
Honolulu Community College,Honolulu,HI
University of Hawaii Maui College,Kahului,HI
Med-Assist School of Hawaii Inc,Honolulu,HI
Joseph Charles Institute of Cosmetology,Twin Falls,ID
Mr Leon's School of Hair Design-Moscow,Moscow,ID
North Idaho College,Coeur d'Alene,ID
